color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
Color,1981,Graduation Day??,249,96,Herb Freed,5,Linnea Quigley,431,Carmen Argenziano,338,Vanna White,180,1228,,Horror|Mystery,1905,78,0,coach|mask|school principal|team|track,58,English,USA,R,250000,1.85,4.5
Color,1982,Conan the Barbarian??,0,129,John Milius,468,William Smith,919,Mako,691,Sandahl Bergman,183,2024,37567440,Adventure|Fantasy,113065,166,0,actual animal killed|cult|evil sorcerer|gladiator|warlord,337,English,USA,R,20000000,2.35,6.9
Color,1982,Creepshow??,0,130,George A. Romero,0,Ted Danson,875,Hal Holbrook,826,Adrienne Barbeau,602,2662,,Comedy|Fantasy|Horror,29932,127,0,anthology|child abuse|critically acclaimed|death|grindhouse,211,English,USA,R,8000000,1.85,6.9
Color,1982,First Blood??,0,93,Ted Kotcheff,270,Sylvester Stallone,13000,Brian Dennehy,954,Chris Mulkey,535,15192,,Action|Adventure|Drama,172489,145,1,1980s|colonel|deputy|rambo|sheriff,376,English,USA,R,14000000,2.35,7.7
Color,1982,The Thing??,23000,109,John Carpenter,0,Wilford Brimley,957,Richard Masur,163,David Clennon,145,1757,13782838,Horror|Mystery|Sci-Fi,258078,297,0,alien creature|alien life form|antarctica|isolation|paranoia,911,English,USA,R,15000000,2.35,8.2
Color,1982,Poltergeist??,11000,120,Tobe Hooper,365,Heather O'Rourke,887,Zelda Rubinstein,770,Craig T. Nelson,723,3876,76600000,Fantasy|Horror,105446,223,0,ghost|haunted|haunting|house|paranormal investigator,321,English,USA,PG,10700000,2.35,7.4
Color,1982,Blade Runner??,34000,117,Ridley Scott,0,Harrison Ford,11000,Sean Young,759,M. Emmet Walsh,521,13877,27000000,Sci-Fi|Thriller,461609,302,2,artificial intelligence|human android relationship|megacorporation|police detective|tech noir,1168,English,USA,R,28000000,2.35,8.2
 Black and White,1982,Gandhi??,12000,240,Richard Attenborough,0,Candice Bergen,545,Amrish Puri,429,John Gielgud,249,1943,,Biography|Drama|History,171726,95,0,british|india|indian|muslim|pakistan,256,English,UK,PG,22000000,2.35,8.1
Color,1982,Firefox??,0,136,Clint Eastwood,16000,Clint Eastwood,16000,Warren Clarke,281,Kenneth Colley,216,16805,46700000,Action|Adventure|Thriller,19832,43,1,fighter plane|jet fighter|refueling|russia|soviet union,98,English,USA,PG,21000000,2.35,5.9
Color,1982,The Best Little Whorehouse in Texas??,0,114,Colin Higgins,19,Dolly Parton,1000,Barry Corbin,883,Dom DeLuise,842,3688,69700000,Comedy|Musical,7748,11,2,chicken|governor|locker room|sheriff|texas,48,English,USA,R,35000000,2.35,5.8
Color,1982,Conan the Barbarian??,0,129,John Milius,468,William Smith,919,Mako,691,Sandahl Bergman,183,2024,37567440,Adventure|Fantasy,113068,166,0,actual animal killed|cult|evil sorcerer|gladiator|warlord,337,English,USA,R,20000000,2.35,6.9
Color,1982,Megaforce??,0,99,Hal Needham,379,Barry Bostwick,456,Michael Beck,278,Henry Silva,251,1356,5333658,Action|Sci-Fi,2541,40,2,dictator|electronic music score|one word title|secret headquarters|soldier,54,English,USA,PG,20000000,1.85,3.5
Color,1982,The Verdict??,0,129,Sidney Lumet,0,Charlotte Rampling,844,James Mason,617,Jack Warden,359,2330,54000000,Drama,26310,79,0,archdiocese|court|hospital|lawyer|malpractice,154,English,USA,R,16000000,1.85,7.8
Color,1982,Tootsie??,0,116,Sydney Pollack,521,Bill Murray,13000,Sydney Pollack,521,Teri Garr,481,14701,177200000,Comedy|Drama|Romance,77366,94,1,actor|actress|friend|love|reputation,194,English,USA,PG,22000000,2.35,7.4
Color,1982,First Blood??,0,93,Ted Kotcheff,270,Sylvester Stallone,13000,Brian Dennehy,954,Chris Mulkey,535,15192,,Action|Adventure|Drama,172493,145,1,1980s|colonel|deputy|rambo|sheriff,376,English,USA,R,14000000,2.35,7.7
Color,1982,Cat People??,0,93,Paul Schrader,261,Ed Begley Jr.,783,Ruby Dee,782,John Heard,697,3700,,Fantasy|Horror|Thriller,14193,130,1,cat|cat people|leopard|love|slip the undergarment,106,English,USA,R,18000000,1.85,6.1
Color,1982,Star Trek II: The Wrath of Khan??,0,116,Nicholas Meyer,120,Leonard Nimoy,12000,Kirstie Alley,980,Nichelle Nichols,664,16539,78900000,Action|Adventure|Sci-Fi,91414,148,2,jamming communications|planet|space station|taunt|trap,359,English,USA,PG,11000000,2.35,7.7
Color,1982,Poltergeist??,11000,120,Tobe Hooper,365,Heather O'Rourke,887,Zelda Rubinstein,770,Craig T. Nelson,723,3876,76600000,Fantasy|Horror,105448,223,0,ghost|haunted|haunting|house|paranormal investigator,321,English,USA,PG,10700000,2.35,7.4
Color,1982,E.T. the Extra-Terrestrial??,34000,120,Steven Spielberg,14000,Henry Thomas,861,Dee Wallace,725,Peter Coyote,548,2811,434949459,Family|Sci-Fi,281842,215,0,bicyclist|boy|doll|star wars reference|voice impersonation,515,English,USA,PG,10500000,1.85,7.9
Color,1982,Creepshow??,0,130,George A. Romero,0,Ted Danson,875,Hal Holbrook,826,Adrienne Barbeau,602,2662,,Comedy|Fantasy|Horror,29935,127,0,anthology|child abuse|critically acclaimed|death|grindhouse,211,English,USA,R,8000000,1.85,6.9
Color,1982,The Man from Snowy River??,0,102,George Miller,18,Tony Bonner,492,Jack Thompson,155,Tom Burlinson,75,854,,Adventure|Drama|Family|Romance|Western,5894,18,0,australia|brumby|ranch|stallion|twin,56,English,Australia,PG,3500000,2.35,7.3
Color,1982,Diner??,0,110,Barry Levinson,272,Steve Guttenberg,801,Daniel Stern,796,Ellen Barkin,551,2943,14100000,Comedy|Drama,14995,42,6,baltimore colts|diner|marriage|salesman|wedding,87,English,USA,R,5000000,1.85,7.2
Color,1982,The Beastmaster??,0,90,Don Coscarelli,152,Vanna Bonta,21000,John Amos,982,Rip Torn,826,23714,,Action|Adventure|Fantasy,15345,44,0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,87,English,USA,PG,8000000,1.85,6.2
Color,1982,Jekyll and Hyde... Together Again??,323,87,Jerry Belson,3,Cassandra Peterson,922,Tim Thomerson,162,Bess Armstrong,83,1324,,Comedy|Music|Sci-Fi,881,21,0,breasts growing|coors light|drugs|hospital|spinning in grave,32,English,USA,R,5000000,,6.2
Color,1982,Fast Times at Ridgemont High??,0,90,Amy Heckerling,143,Jennifer Jason Leigh,1000,Judge Reinhold,901,Vincent Schiavelli,811,5002,,Comedy|Drama,71217,118,1,break up|california|high school|surfer|teacher,228,English,USA,X,4500000,1.85,7.2
Color,1982,Class of 1984??,934,98,Mark L. Lester,73,Roddy McDowall,595,Perry King,251,Timothy Van Patten,129,1105,,Action|Crime|Drama|Thriller,6549,101,4,back to school|city|high school|sadism|teacher,75,English,Canada,R,4300000,1.85,6.6
Color,1982,Halloween III: Season of the Witch??,0,98,Tommy Lee Wallace,24,Tom Atkins,381,Dan O'Herlihy,128,Nancy Kyes,67,684,14400000,Horror|Mystery|Sci-Fi,28589,162,0,doctor|factory|halloween|holiday horror|stonehenge,532,English,USA,R,2500000,2.35,4.6
Color,1982,Friday the 13th Part III??,0,91,Steve Miner,49,Richard Brooker,72,Dana Kimmell,31,Catherine Parks,20,174,36200000,Horror|Thriller,31952,235,0,defecation|hockey mask|jason voorhees|lake|serial killer,372,English,USA,R,4000000,2.35,5.7
Color,1982,The Ballad of Gregorio Cortez??,32,105,Robert M. Young,0,Barry Corbin,883,Bruce McGill,655,Ned Beatty,467,3164,,Western,39,,0,,2,English,USA,,1250000,,7.1
Color,1982,Butterfly??,76,108,Matt Cimber,32,Stacy Keach,602,June Lockhart,427,Stuart Whitman,180,1991,,Crime|Drama,870,15,0,breasts|female frontal nudity|female rear nudity|incest|voyeur,18,English,USA,R,,1.85,4.5
Color,1982,Cat People??,0,93,Paul Schrader,261,Ed Begley Jr.,783,Ruby Dee,782,John Heard,697,3700,,Fantasy|Horror|Thriller,14193,130,1,cat|cat people|leopard|love|slip the undergarment,106,English,USA,R,18000000,1.85,6.1
Color,1983,Superman III??,0,125,Richard Lester,44,Margot Kidder,593,Robert Vaughn,542,Jackie Cooper,420,2329,60000000,Action|Comedy|Sci-Fi,49934,95,1,computer|high school|kryptonite|smallville|villain,224,English,UK,PG,39000000,2.35,4.9
Color,1983,Never Say Never Again??,0,121,Irvin Kershner,883,Bernie Casey,180,Klaus Maria Brandauer,172,Barbara Carrera,133,762,55500000,Action|Adventure|Thriller,48636,89,3,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,214,English,UK,PG,36000000,2.35,6.2
Color,1983,Krull??,0,116,Peter Yates,170,Liam Neeson,14000,Alun Armstrong,192,Lysette Anthony,136,14744,,Action|Adventure|Fantasy,23351,57,1,cyclops|fortress|monster|planet|rescue,178,English,UK,PG,27000000,2.35,6
Color,1983,Star Wars: Episode VI - Return of the Jedi??,14000,134,Richard Marquand,37,Harrison Ford,11000,Ian McDiarmid,1000,Kenny Baker,504,13649,309125409,Action|Adventure|Fantasy|Sci-Fi,681857,197,0,death star|emperor|empire|princess|rebel,647,English,USA,PG,32500000,2.35,8.4
Color,1983,Octopussy??,0,131,John Glen,46,Louis Jourdan,594,Kabir Bedi,303,Steven Berkoff,293,1898,67900000,Action|Adventure|Thriller,74374,106,0,agent|egg|faberge egg|general|russian,225,English,UK,PG,27500000,2.35,6.6
Color,1983,The Right Stuff??,0,193,Philip Kaufman,133,Dennis Quaid,2000,Scott Glenn,826,Sam Shepard,820,6341,21500000,Adventure|Drama|History,45271,80,0,astronaut|sound barrier|space program|u.s. air force|u.s. space program,170,English,USA,PG,27000000,1.85,7.9
Color,1983,Scarface??,19000,142,Brian De Palma,0,Al Pacino,14000,F. Murray Abraham,670,Mary Elizabeth Mastrantonio,638,16464,44700000,Crime|Drama,537442,147,0,assassination attempt|capitalism|cocaine|cuban american|cuban refugee,851,English,USA,R,25000000,2.35,8.3
Color,1983,National Lampoon's Vacation??,0,98,Harold Ramis,11000,Beverly D'Angelo,816,Randy Quaid,695,Jane Krakowski,624,3617,61400000,Adventure|Comedy,71183,55,1,amusement park|dog|family vacation|national lampoon series|vacation,183,English,USA,R,15000000,1.85,7.4
Color,1983,WarGames??,0,114,John Badham,139,Matthew Broderick,2000,Barry Corbin,883,Ally Sheedy,793,4537,79568000,Sci-Fi|Thriller,71842,84,0,computer|game|high school|norad|teenager,152,English,USA,PG,12000000,1.85,7.1
Color,1983,Yentl??,0,132,Barbra Streisand,0,Miriam Margolyes,405,Amy Irving,194,Steven Hill,122,914,30400000,Drama|Musical|Romance,9503,16,1,love|study|talmud|wedding|yeshiva,68,English,UK,PG,12000000,1.85,6.6
Color,1983,Twilight Zone: The Movie??,0,101,Joe Dante,287,Albert Brooks,745,Al Leong,730,Vic Morrow,257,1954,29500000,Fantasy|Horror|Sci-Fi,25613,78,0,1940s|1960s|bar|kick the can|remake,121,English,USA,PG,10000000,1.85,6.5
Color,1983,The Outsiders??,10000,114,Francis Ford Coppola,0,Tom Cruise,10000,William Smith,919,Tom Waits,699,12097,25600000,Crime|Drama,57363,60,0,dysfunctional family|gang|greaser|holding someone's head underwater|rivalry,308,English,USA,PG-13,10000000,2.35,7.2
Color,1983,The Dead Zone??,0,103,David Cronenberg,0,Tom Skerritt,1000,Herbert Lom,278,Anthony Zerbe,275,2013,,Horror|Sci-Fi|Thriller,44804,112,0,car accident|coma|evil politician|psychic|vision,182,English,USA,R,10000000,1.85,7.2
Color,1983,Trading Places??,0,116,John Landis,644,Don Ameche,392,Denholm Elliott,249,Ralph Bellamy,199,845,90400000,Comedy,102895,71,2,interracial relationship|poverty|prostitute|scam|stock market,159,English,USA,R,,1.85,7.5
Color,1983,The Wicked Lady??,79,98,Michael Winner,136,Faye Dunaway,977,Marina Sirtis,649,John Gielgud,249,2413,,Adventure|Drama,802,17,0,female nudity|highwayman|nell gwynne|nudity|whipping,15,English,UK,R,8000000,1.85,4
Color,1983,Flashdance??,0,95,Adrian Lyne,213,Michael Nouri,225,Cynthia Rhodes,174,Lee Ving,92,791,94900000,Drama|Music|Romance,35172,51,0,ballet school|dance|dancer|overalls|steel worker,128,English,USA,R,4000000,1.85,6.1
Color,1983,Losin' It??,168,100,Curtis Hanson,161,Tom Cruise,10000,Shelley Long,422,Rick Rossovich,172,11059,,Comedy|Drama|Family,3114,7,0,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,16,English,Canada,R,7000000,,4.8
Color,1983,Videodrome??,0,89,David Cronenberg,0,Debbie Harry,391,Leslie Carlson,20,Reiner Schwarz,15,477,,Horror|Mystery|Sci-Fi|Thriller,60522,179,0,cyberpunk|hallucination|illegality|snuff film|surrealism,228,English,Canada,R,5952000,1.85,7.3
Color,1983,Lone Wolf McQuade??,0,107,Steve Carver,8,David Carradine,926,William Sanderson,400,Robert Beltran,268,2383,12200000,Action|Crime|Drama|Thriller|Western,7973,29,0,drugs|martial arts|texas|texas ranger|weapon,65,English,USA,PG,5000000,1.85,6.3
Color,1983,A Christmas Story??,18000,94,Bob Clark,84,Zack Ward,662,Darren McGavin,577,Scott Schwartz,378,2076,,Comedy|Family,104908,109,0,bb gun|boy|bully|christmas|tongue stuck on a pole,458,English,USA,PG,4000000,1.85,8.1
Color,1983,Love Letters??,7,88,Amy Holden Jones,11,Jamie Lee Curtis,2000,Sally Kirkland,433,Amy Madigan,221,2996,,Drama|Romance,487,4,1,1980s|affair|female protagonist|radio|woman wearing only a man's shirt,9,English,USA,R,550000,,6.1
Color,1983,Gabriela??,114,99,Bruno Barreto,9,Marcello Mastroianni,866,Sonia Braga,308,Joffre Soares,3,1179,,Comedy|Drama|Romance,712,1,0,based on novel|brazil|female underarm hair|sex in a window|star appears nude,9,Portuguese,Brazil,R,,2.35,6.4
Color,1984,Red Dawn??,0,114,John Milius,468,Lea Thompson,1000,Jennifer Grey,1000,William Smith,919,3860,,Action|Drama|War,41776,97,0,guerrilla|high school|invasion|soviet|wolverine,383,English,USA,PG-13,16900000,1.85,6.4
Color,1984,The Cotton Club??,828,123,Francis Ford Coppola,0,Nicolas Cage,12000,Bob Hoskins,5000,Fred Gwynne,886,18793,25900000,Crime|Drama|Music,12771,36,1,brothers hugging|jazz|jealousy|nudity|parole violation,84,English,USA,R,58000000,1.85,6.5
Color,1984,Dune??,11000,177,David Lynch,0,Virginia Madsen,913,J??rgen Prochnow,362,Jos?? Ferrer,202,2449,27400000,Action|Adventure|Sci-Fi,97087,144,3,desert planet|dune|giant worm|space travel|spice,569,English,USA,PG-13,40000000,2.35,6.6
Color,1984,The Karate Kid??,0,126,John G. Avildsen,80,Martin Kove,668,William Zabka,641,William Bassett,225,2004,90800000,Action|Drama|Family|Sport,126907,81,0,apartment|bully|fight|karate|master,235,English,USA,PG,8000000,1.85,7.2
Color,1984,A Nightmare on Elm Street??,10000,101,Wes Craven,0,Johnny Depp,40000,Lin Shaye,852,Amanda Wyss,574,42918,26505000,Horror,149285,256,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,English,USA,X,1800000,1.85,7.5
Color,1984,Once Upon a Time in America??,12000,251,Sergio Leone,0,Robert De Niro,22000,Burt Young,683,Treat Williams,642,24719,5300000,Crime|Drama,221000,111,8,1920s|ambiguity|childhood friend|new york|speakeasy,495,English,Italy,R,30000000,1.85,8.4
Color,1984,Indiana Jones and the Temple of Doom??,0,118,Steven Spielberg,14000,Harrison Ford,11000,Amrish Puri,429,Kate Capshaw,237,11898,179870271,Action|Adventure,329969,148,2,children|studio logo segues into film|temple|village|white dinner jacket,524,English,USA,PG,28000000,2.35,7.6
Color,1984,A Passage to India??,845,164,David Lean,767,Richard Wilson,358,Judy Davis,223,Art Malik,162,1334,26400000,Adventure|Drama|History,12980,52,0,doctor|english|india|magistrate|mosque,89,English,UK,PG,16000000,1.85,7.4
Color,1984,The NeverEnding Story??,21000,94,Wolfgang Petersen,249,Gerald McRaney,523,Barret Oliver,312,Alan Oppenheimer,271,1560,,Adventure|Drama|Family|Fantasy,99557,99,1,book|dragon|story within the story|talking animal|werewolf,284,English,West Germany,PG,27000000,2.35,7.4
Color,1984,Sheena??,739,117,John Guillermin,71,Tanya Roberts,433,Donovan Scott,54,Ted Wass,42,611,,Adventure|Fantasy,3334,21,1,chimpanzee|elephant|jungle|mercenary|shaman,52,English,UK,PG,25000000,2.35,4.8
Color,1984,Footloose??,0,107,Herbert Ross,71,Dianne Wiest,967,Chris Penn,455,Lori Singer,304,1962,80000000,Drama|Music|Romance,51459,60,0,church|cowboy boots|dancing|high school dance|teenager,113,English,USA,PG,8200000,1.85,6.5
Color,1984,The Bounty??,1000,132,Roger Donaldson,79,Liam Neeson,14000,Anthony Hopkins,12000,Laurence Olivier,1000,28094,8600000,Action|Adventure|Drama|History|Romance,17982,29,2,lieutenant|lifeboat|mutiny|sailing ship|ship,95,English,UK,PG,25000000,2.35,7
Color,1984,Star Trek III: The Search for Spock??,0,105,Leonard Nimoy,12000,Leonard Nimoy,12000,Nichelle Nichols,664,Walter Koenig,643,14762,76400000,Action|Adventure|Sci-Fi,58743,110,1,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,192,English,USA,PG,17000000,2.35,6.6
Color,1984,Amadeus??,16000,180,Milos Forman,869,Jeffrey Jones,692,F. Murray Abraham,670,Tom Hulce,521,3076,51600000,Biography|Drama|History|Music,270790,134,0,1800s|classical composer|composer|first person narration|opera,549,English,USA,R,18000000,2.35,8.3
Color,1984,Conan the Destroyer??,2000,103,Richard Fleischer,130,Mako,691,Olivia d'Abo,476,Grace Jones,406,2481,26400000,Action|Adventure|Fantasy,62009,77,1,gods|princess|queen|rescue|wizard,109,English,USA,PG,18000000,2.35,5.8
Color,1984,Beverly Hills Cop??,0,105,Martin Brest,102,Judge Reinhold,901,Ronny Cox,605,James Russo,383,3464,234760500,Action|Comedy|Crime,126464,94,1,drug dealer|drugs|murder|police brutality|police shootout,175,English,USA,R,14000000,1.85,7.3
Color,1984,Firestarter??,0,114,Mark L. Lester,73,Heather Locklear,695,George C. Scott,654,David Keith,563,3444,15100000,Action|Horror|Sci-Fi|Thriller,22797,45,1,captain|experiment|fire|psychic|secret government agency,96,English,USA,R,15000000,2.35,6
Color,1984,Gremlins??,14000,106,Joe Dante,287,Phoebe Cates,767,Harry Carey Jr.,281,Zach Galligan,233,2053,148170000,Comedy|Fantasy|Horror,142293,183,0,bright light|midnight|pet|small town|water,245,English,USA,PG,11000000,2.2,7.2
Color,1984,Body Double??,0,114,Brian De Palma,0,Melanie Griffith,537,Dennis Franz,376,Gregg Henry,298,1856,,Mystery|Thriller,20113,98,0,actor|neighbor|police|thief|tunnel,178,English,USA,R,10000000,1.85,6.8
Color,1984,The Ice Pirates??,0,91,Stewart Raffill,12,Anjelica Huston,1000,John Carradine,300,Robert Urich,297,1991,,Action|Adventure|Comedy|Romance|Sci-Fi,7767,41,4,bar fight|cult film|ice|psychotronic|sword fight,56,English,USA,PG,9000000,1.85,5.7
Color,1984,Footloose??,0,107,Herbert Ross,71,Dianne Wiest,967,Chris Penn,455,Lori Singer,304,1962,80000000,Drama|Music|Romance,51459,60,0,church|cowboy boots|dancing|high school dance|teenager,113,English,USA,PG,8200000,1.85,6.5
Color,1984,The Karate Kid??,0,126,John G. Avildsen,80,Martin Kove,668,William Zabka,641,William Bassett,225,2004,90800000,Action|Drama|Family|Sport,126916,81,0,apartment|bully|fight|karate|master,235,English,USA,PG,8000000,1.85,7.2
Color,1984,Splash??,0,111,Ron Howard,2000,Tom Hanks,15000,Howard Morris,161,Patrick Cronin,51,15361,69800000,Comedy|Fantasy|Romance,54723,43,2,cmnf|cmnf scene|mermaid|new york city|public nudity,99,English,USA,PG,8000000,1.85,6.2
Color,1984,The Hotel New Hampshire??,345,109,Tony Richardson,62,Joely Richardson,584,Beau Bridges,552,Nastassja Kinski,518,2024,5100000,Comedy|Drama|Romance,6595,9,0,football|hotel|teenage girl|terrorist|wien,61,English,UK,R,7500000,1.85,6
Color,1984,The Terminator??,13000,107,James Cameron,0,Michael Biehn,2000,Brian Thompson,663,Paul Winfield,255,3582,38400000,Action|Sci-Fi,600266,204,1,cyborg|future war|robot|shootout in a police station|urban setting,692,English,UK,R,6500000,1.85,8.1
Color,1984,Police Academy??,0,96,Hugh Wilson,37,Steve Guttenberg,801,Bubba Smith,760,Michael Winslow,542,3113,81200000,Comedy,87739,45,0,misfit|police|police academy|police cadet|police officer,133,English,USA,R,4500000,1.85,6.7
Color,1984,Friday the 13th: The Final Chapter??,0,97,Joseph Zito,17,Judie Aronson,158,Tom Everett,84,Kimberly Beck,74,467,32600000,Horror|Thriller,29488,166,0,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,326,English,USA,R,1800000,1.85,5.9
Color,1984,A Nightmare on Elm Street??,10000,101,Wes Craven,0,Johnny Depp,40000,Lin Shaye,852,Amanda Wyss,574,42918,26505000,Horror,149293,256,1,freddy krueger|lucid dream|serial killer|slasher|sleep deprivation,668,English,USA,X,1800000,1.85,7.5
